#function_name function_calls
efuse_one_byte_read 16
ether1_writebuffer 16
b43info 16
spu_write_u16 16
need_skb_unmap 16
rndis_query_oid 16
ei_irq_wrapper 16
do_hwtid_rpl 16
e1000_clean_tx_irq 16
_stack_restore 16
bnx2x_update_pfc 16
islpci_set_state 16
can_bus_off 16
tile_net_stop 16
sync_descbuffer_for_device 16
smctr_wait_while_cbusy 16
ql_get_mpi_regs 16
bfa_ioc_hw_sem_get 16
e1000_close 16
link_status_10g 16
caleb_reg_write 16
flash_wait_op 16
smc_probe 16
brcms_c_protection_upd 16
if_usb_send_fw_pkt 16
ql_write_common_reg 16
zd_ioread32 16
set_rx_filter 16
e1000_phy_hw_reset 16
tms380tr_wait 16
ace_init 16
meth_tx 16
e1000_suspend 16
e1000_update_mng_vlan 16
reclaim_completed_tx_imm 16
rs_set_expected_tpt_table 16
wl1251_boot 16
iwl_grab_nic_access 16
e1000_set_d0_lplu_state 16
if_usb_disconnect 16
e100_write_flush 16
ks8695_init 16
smc_rcv 16
mwifiex_is_network_compatible 16
ql_adapter_up 16
rndis_command 16
ath6kl_bmi_write 16
rt2x00lib_txdone 16
if_usb_host_to_card 16
ql_adapter_down 16
rr_reset 16
ath9k_hw_btcoex_enable 16
decapsulate 16
trigger_send 16
sca_rx 16
e1000_led_on 16
register_hdlc_protocol 16
wl1251_rx 16
rr_interrupt 16
smctr_enable_16bit 16
atl1e_clean 16
atmel_set_mib8 16
to_ax_dev 16
rt2x00lib_config 16
madgemc_setregpage 16
update_max_used_slots 16
b43_phy_init 16
set_beacon_interval 16
ei_rx_overrun 16
read_tcvr_bit 16
e1000_update_itr 16
__NS8390_init 16
atmel_hi 16
set_flow_ctrl 16
neigh_replace 16
b43legacy_radio_selectchannel 16
_rtl92c_query_rxpwrpercentage 16
mcp251x_write_reg 16
wlc_phy_rfctrlintc_override_nphy 16
alloc_urbs 16
prism2_rx 15
igb_validate_nvm_checksum 15
ath5k_ani_set_firstep_level 15
post_reset 15
typhoon_num_free 15
e1000_intr_msi 15
il3945_init 15
set_fw_name 15
atl1e_read_phy_reg 15
to_dm9000_board 15
dbgfs_open 15
addr_to_string 15
init_ram 15
mlx4_init_icm_table 15
be_open 15
dump_ring 15
map_address 15
ixgbevf_configure 15
wol_supported 15
bnx2x_validate_vlan_mac 15
e1000e_read_phy_reg_mdic 15
hdlc_change_mtu 15
ath6kl_sdio_priv 15
smt_add_para 15
patch_6m_band_edge 15
il_txq_update_write_ptr 15
sh_sir_read 15
e1000_write_eeprom 15
mlx4_qp_free 15
bnx2x_bits_dis 15
ath9k_hw_set_interrupts 15
dict_ptr 15
brcmf_dev_intvar_set 15
il_scan_cancel_timeout 15
ath9k_hw_get_legacy_target_powers 15
pcnet32_rx 15
i2400m_dev_reset_handle 15
il_send_add_sta 15
mgt_commit 15
bond_parse_parm 15
igb_write_8bit_ctrl_reg 15
dc2114x_autoconf 15
ql_write_nvram_reg 15
can_put_echo_skb 15
atl2_write_phy_reg 15
igb_update_nvm_checksum 15
prism2_enable_aux_port 15
smt_srf_event 15
eeprom_clk 15
rtl92s_phy_chk_fwcmd_iodone 15
vxge_hw_vpath_reset 15
vxge_hw_vpath_fw_api 15
reset_card 15
brcms_c_up 15
tms380tr_open 15
b43warn 15
rs_toggle_antenna 15
ixgbe_release_eeprom 15
rr_read_eeprom_word 15
s2io_link 15
nolock_regb_write 15
free_rx_buffers 15
b43legacy_pio_tx 15
zd_usb_tx 15
res_end_move 15
ar9003_hw_eeprom_get_ht20_tgt_pwr 15
mc5_write 15
usbnet_start_xmit 15
net_timeout 15
read_dma_reg 15
write_nic_byte 15
e1000_setup_link 15
bnx2_ctx_wr 15
brcmf_exec_dcmd_u32 15
ar9003_hw_eeprom_get_ht40_tgt_pwr 15
wlc_phy_poll_rssi_nphy 15
cnic_irq 15
b44_readphy 15
sb1000_wait_for_ready 15
bond_create 15
via_ircc_dma_receive 15
get_fw_version 15
i2400m_dev_start 15
stmmac_tx 15
enet_readl 15
iwl_clear_bit 15
irda_unregister_dongle 15
wanxl_pci_remove_one 15
is_individual 15
igbvf_configure 15
mlx4_SET_PORT 15
get_nvpriv 14
cp_init 14
e1000_io_error_detected 14
brcms_b_attach 14
atmel_send_command 14
get_frame_info 14
hdlc_start_xmit 14
ppp_ioctl 14
is_buf_mapped 14
e1000_alloc_jumbo_rx_buffers 14
e1000_open 14
e1000_io_slot_reset 14
dma_sync_desc_dev 14
hw_r_phy 14
genesis_reset 14
rt2800_clear_beacon 14
qe_rx 14
pch_gbe_reset 14
dm_write_reg 14
attr_show 14
e1000_free_irq 14
rt61pci_rf_write 14
vxge_close 14
qlcnic_schedule_work 14
b43_nphy_ipa 14
write_tcvr_bit 14
qlcnic_up 14
bnx2_nvram_read 14
dma_attach 14
e1000_alloc_queues 14
i2400m_tx_fifo_push 14
eth16i_probe 14
e1000_tx_timeout 14
put_wait_data 14
tx_intr_handler 14
rtl_pci_init 14
brcms_ucode_init_buf 14
dc21041_autoconf 14
netdev_set_mac_address 14
qlcnic_attach 14
asix_sw_reset 14
set_rx_sw_desc 14
__e1000_shutdown 14
mwifiex_insert_cmd_to_free_q 14
ace_open 14
write_mii_word 14
bfa_nw_ioc_hw_sem_release 14
free_skb_pool 14
channel_set 14
e1000_change_mtu 14
atmel_read16 14
copy_frags 14
epic_rx 14
wlc_lcnphy_set_tx_gain 14
process_receive 14
usbnet_open 14
ath5k_eeprom_bin2freq 14
ether3_setbuffer 14
atl2_read_phy_reg 14
tg3_phy_auxctl_write 14
rtl_cam_add_one_entry 14
brcmf_cfg80211_event 14
sh_sir_write 14
cpu_to_edmac 14
bnx2x_stats_handle 14
ns83820_mii_write_bit 14
xenvif_get 14
hash_del 14
clear_rx_desc 14
rt2800_rf_write 14
bnx2x_get_link 14
rtl_pci_tx 14
ipw_get_ordinal 14
el_open 14
lmc_dummy_set_1 14
smctr_lobe_media_test 14
hash_add 14
ath9k_reg_rmw 14
e1000_configure_tx 14
ax_probe 14
tlan_set_timer 14
prism2_info 14
spi_reg 14
nolock_regb_read 14
interrupt_ecf 14
be_get_regs 14
raise_gpio 14
e1000_get_cable_length 14
qtimer_val 14
mlx4_table_get 14
brcms_ucode_free_buf 14
de620_ready 14
ixgbe_release_swfw_sync 14
el2_probe 14
usbnet_stop 14
mlx4_bitmap_alloc 14
usbnet_tx_timeout 14
irda_register_dongle 14
qec_init 14
zd1201_getconfig16 14
rt61pci_init 14
ath9k_htc_tx_drain 14
txq_advance 14
pcidev_init 14
ccs_base 14
smc_findirq 14
efx_fill_test 14
rtl8225_rf_set_channel 14
e100_tx_timeout 14
pcnet32_tx 14
tulip_mdio_read 14
ql_read_xgmac_reg 14
s6gmac_stats 14
rtl8225_rf_stop 14
mwifiex_cfg80211_get_priv 14
b43legacy_shm_control_word 14
do_read 14
wl1251_cmd_send 14
e1000_copper_link_autoneg 14
ipw_radio_kill_sw 14
emac_stats 14
il_get_channel_info 14
sonic_init 14
rs_get_tbl_info_from_mcs 14
tg3_nvram_read_be32 14
tg3_write32 14
emac_init 14
iwl_get_agg_tx_fail_reason 14
do_set_multicast 14
htc_send 14
enable_mdi 14
b43_httab_write_few 14
cfspi_dbg_state 14
hostap_tx_callback 14
gem_tx 14
bnx2x_link_report 14
write_sgl 14
can_get_echo_skb 14
i2400m_dev_stop 14
bmac_mif_write 14
__t1_tpi_read 14
__alloc_ei_netdev 14
set_phy_regs 14
b43_shm_control_word 14
ai_findcore 14
mcs_set_reg 14
e1000_io_resume 14
rt73usb_rf_write 14
wlc_lcnphy_read_table 14
fl_starving 14
eeprom_write_reg 14
wl1251_cmd_template_set 14
iwlagn_commit_rxon 14
brcmu_pkt_buf_get_skb 14
debug_desc 14
mii_phy_probe 14
wl1251_mem_read 14
iwl_release_nic_access 14
emac_poll 14
bnx2x_func_state_change 14
disable_mdi 14
iwl_trans_pcie_tx 14
i82596_probe 14
atl1_write_phy_reg 14
ace_close 14
p54_alloc_skb 14
unregister_sja1000dev 13
untranslate 13
ioc3_timer 13
radio2050_rfover_val 13
typhoon_init 13
rtl_readphy 13
rx_action 13
mem_disp 13
mace_rx 13
mlx4_GEN_QP_wrapper 13
atl1c_configure 13
lmc_gpio_mkinput 13
addr_hash 13
pch_can_bit_set 13
lbs_mesh_config_send 13
ath9k_hw_set_reset 13
brcms_b_clkctl_clk 13
e100_exec_cb 13
join_net 13
rt2400pci_init 13
proc_write 13
s2io_reset 13
bfa_iocpf_sm_disabling 13
drain_rx 13
tx_isr 13
dc21140m_autoconf 13
ql_write_page2_reg 13
bnx2x_bits_en 13
rx_offload 13
if_cs_read16 13
netxen_nic_up 13
ath9k_hw_disable_interrupts 13
hp100_stop_interface 13
mac_drv_rx_mode 13
ehea_remove 13
tg3_reset_task 13
vxge_hw_ring_rxd_post 13
ath6kl_diag_read 13
send_formatted_event 13
hw_start_rx 13
bnx2x_init_hw 13
dm_read 13
panic_queues 13
ks8851_rdreg16 13
rt61pci_bbp_read 13
mwifiex_deauthenticate 13
ql_mailbox_command 13
ql_get_mb_sts 13
eth_ioctl 13
brcms_deviceremoved 13
de4x5_init_connection 13
htc_start 13
mwifiex_band_to_radio_type 13
ipw_wx_set_encode 13
atl1_up 13
w_sdreg32 13
carl9170_def_val 13
enic_isr_msi 13
dbgi_wr_data3 13
de620_send_command 13
vxge_reset 13
e1000e_write_kmrn_reg 13
hw_queue_dtor 13
gelic_eurus_sync_cmd 13
mcs7830_get_reg 13
igb_sgmii_active_82575 13
mc32_command 13
mlx4_bitmap_cleanup 13
tlan_mii_send_data 13
wlc_phy_rssisel_nphy 13
wrb_from_mbox 13
iwl_scan_cancel 13
t3_mdio_change_bits 13
e1000_write_phy_reg_hv 13
igb_poll 13
ath9k_htc_beacon_config 13
wl1271_top_reg_write 13
spi_write_op 13
wlc_phy_write_table 13
mwifiex_write_data_complete 13
drop_gpio 13
falcon_spi_cmd 13
pch_gbe_phy_write_reg_miic 13
cnic_release 13
NS8390p_init 13
b44_init_hw 13
_unlock_rx_hashtbl 13
dump_smt 13
smctr_get_tx_fcb 13
brcms_b_core_ioctl 13
genphy_suspend 13
asix_read_cmd 13
write_mac_reg 13
pppoe_pernet 13
srom_data 13
pre_reset 13
rt2500pci_rf_write 13
tg3_poll 13
wl1271_top_reg_read 13
il4965_init 13
b43_ntab_read_bulk 13
lbs_cmd_async 13
res_abort_move 13
rndis_filter_send 13
b43_lptab_read 13
hp100_login_to_vg_hub 13
rt2500pci_init 13
genphy_resume 13
bfa_iocpf_sm_fail 13
ath5k_eeprom_init 13
rt2400pci_rf_write 13
ring_size_to_bytes 13
i2400m_net_erx 13
bnx2x_set_led 13
wl1271_open_file_generic 13
rs_fill_link_cmd 13
get_eeprom_data 13
p54_free_skb 13
ehea_poll 13
bnx2x_attn_int_deasserted 13
mlx4_mr_alloc 13
ath6kl_disconnect 13
scc_patchl 13
at24_setlines 13
be_mbox_notify_wait 13
igb_phy_has_link 13
ai_get_buscorerev 13
continue_tx 13
hostap_80211_get_hdrlen 13
carl9170_restart 13
iwl_send_lq_cmd 13
mac80211_hwsim_tx 12
ofld_xmit 12
enable_net_traffic 12
vxge_hw_device_trace_level_get 12
hash_get_index 12
dl_startup_params 12
handle_irq_beacon 12
wlc_phy_txpwrctrl_enable_nphy 12
sca_xmit 12
write_av9110 12
nolock_regw_write 12
prism2_send_mgmt 12
wlc_phy_tx_tone_nphy 12
memcpy_swab32 12
sbmac_mii_senddata 12
ppp_unregister_channel 12
init_i596_mem 12
b43_rate_memory_write 12
ath5k_ani_set_ofdm_weak_signal_detection 12
brcms_c_valid_channel20 12
wlc_phy_force_rfseq_nphy 12
sh_irda_update_bits 12
pch_gbe_wait_clr_bit 12
e1000e_down 12
dnet_readw_mac 12
rhine_wait_bit 12
bap_write 12
mac_drv_clear_rx_queue 12
read_srom_word 12
p54_setup_mac 12
wl1271_tm_cmd 12
bnx2x_set_aer_mmd 12
hw_stop_rx 12
dump_status 12
ali_ircc_init 12
mace_handle_misc_intrs 12
sca_open 12
restore_rx_bufs 12
wlc_phy_stopplayback_nphy 12
cxgb_set_rxmode 12
fill_skb_pool 12
check_fwfile_format 12
il_apm_stop 12
ns83820_mii_read_reg 12
dma_unmap_tx 12
e1000_ioctl 12
rtl92d_dm_init 12
vnic_dev_get_intr_mode 12
netxen_nic_detach 12
sca_dump_rings 12
mace_set_multicast 12
smctr_trc_send_packet 12
deferred_unmap_destructor 12
e100_set_mac_address 12
e1000_set_d3_lplu_state 12
sca_init_port 12
desc_abs_number 12
hash_mac_addr 12
tg3_tx_avail 12
run_bist 12
e1000_test_intr 12
brcms_c_attach 12
issue_and_wait 12
veth_change_mtu 12
get_permanent_address 12
rs_alloc 12
op32_fill_descriptor 12
mac_drv_rx_complete 12
ath9k_hw_gettsf64 12
rtl8225_rf_set_tx_power 12
parse_eeprom 12
e1000_read_phy_reg_hv 12
brcmf_read_prof 12
EISA_signature 12
bigmac_tcvr_read 12
wl3501_esbq_req 12
set_rxq_intr_params 12
eth16i_select_regbank 12
mk_tid_release 12
usbnet_defer_kevent 12
e1000_get_regs_len 12
_rtl92ce_init_led 12
brcms_c_enable_mac 12
handle_assoc 12
sca_attach 12
start_receive 12
skb_vnet_hdr 12
bnx2x_release_hw_lock 12
usbnet_set_msglevel 12
iwl_read_prph 12
amd8111e_set_coalesce 12
b43_nphy_rssi_select 12
if_usb_receive_fwload 12
ei_watchdog 12
i2400m_msg_check_status 12
iwm_notif_handle 12
b43legacy_shm_read32 12
ath5k_get_interpolated_value 12
ipw2100_down 12
ehea_h_free_resource 12
smc_phy_configure 12
atl1e_configure 12
ql_set_routing_reg 12
e1000_standby_eeprom 12
mlx4_slave_event 12
e1000_get_eeprom_len 12
port_set_stp_state 12
orinoco_rx 12
e1000_mii_ioctl 12
b44_writephy 12
tms380tr_exec_cmd 12
wl1251_mem_write 12
tmsdev_term 12
rebuild_rx_bufs 12
b43_lcntab_write 12
brcmf_sdio_chip_getinfidx 12
hw_cfg_wol 12
tricn_write 12
request_slot 12
tp_intr_handler 12
__if_usb_submit_rx_urb 12
mace_xmit_start 12
__gm_phy_read 12
bond_select_active_slave 12
free_libipw 12
tile_net_poll 12
lmc_gpio_mkoutput 12
ping_media 12
il_clear_bit 12
bnx2x_nic_load 12
t3_handle_intr_status 12
tulip_read_eeprom 12
b43_nphy_classifier 12
brcms_b_mctrl 12
rtl8225_rf_init 12
ar9003_hw_prog_ini 12
epic_tx 12
wlc_phy_rssi_cal_nphy 12
usbnet_get_msglevel 12
r6040_init 12
b43_switch_channel 12
skip_tail 12
netdev_tx_done 12
rtl92s_phy_set_bb_reg 12
rs_dbgfs_set_mcs 12
e1000_link_test 12
ipw_wx_get_encode 12
lmc_open 12
rtl8225z2_rf_set_tx_power 12
ehea_dump 12
atmel_scan 12
uli526x_init 12
spider_net_get_descr_status 12
free_descriptor_buffer 12
b43_rx 12
i2400m_release 12
adapter_reset 12
e1000_stop_nvm 12
free_txq 12
ixgb_get_eeprom 12
download_data 12
free_all_urbs 12
card_start 12
pop_tx_status 12
ath9k_hw_set_gpio 12
emac_dump_regs 12
hostap_set_encryption 12
get_mb_tx_first 12
mesh_get_default_parameters 12
unregister_candev 12
ks8695_readreg 12
i2400ms_rx 12
wl12xx_is_dummy_packet 12
usbnet_set_settings 12
ath6kl_bmi_reg_write 12
zd_rf_init 12
if_usb_issue_boot_command 12
qlcnic_down 12
setup_sge_queues 12
bnx2x_get_warpcore_lane 12
usbnet_get_settings 12
hp100_start_interface 12
vnic_dev_get_res 12
adm8211_tx 12
ath_hw_cycle_counters_update 12
rt61pci_config_ant 12
il4965_down 12
rt2x00queue_stop_queue 12
restart_ctrlq 12
mac_drv_tx_complete 12
e1000_get_link 12
vxge_hw_vpath_mac_addr_get 12
mdiobb_send_bit 12
qlcnic_send_cmd_descs 12
sca_close 12
show_status 12
arp_hash 12
locked_regb_write 12
smc_set_multicast_list 12
phy_detach 12
mlx4_qp_release_range 12
e1000_led_off 12
sca_set_port 12
smt_timer_start 12
desc_lookup 12
b43legacy_shm_write32 12
tc574_wait_for_completion 12
hwtstamp_ioctl 12
_lock_rx_hashtbl 12
asix_mdio_read 12
ath_regd_init 12
e1000_free_desc_rings 12
hostap_init 12
ican3_send_msg 12
use_new_ani 12
debug_pkt 12
get_item 12
sonic_open 12
b43legacy_rate_memory_write 12
txq_to_mp 12
e100_open 12
debug_status_out 12
ath9k_hw_ar9300_get_eeprom 12
usbnet_nway_reset 12
e1000_cleanup_led 12
ath9k_hw_reverse_bits 12
phy_aneg_done 12
b43legacy_get_812_value 12
snprint_line 12
wlc_phy_workarounds_nphy 12
efx_port_dummy_op_void 12
lpphy_write_gain_table 12
is_ctrl_pkt 12
dump_mbox 12
build_setup_frame 12
orinoco_down 12
mlx4_bitmap_init 11
card_stop 11
b43_gphy_channel_switch 11
bfa_iocpf_sm_reset 11
mal_poll 11
mlx4_SET_MCAST_FLTR 11
rt2x00queue_start_queue 11
enic_queue_wq_skb 11
hfa384x_disable_interrupts 11
_rtl92ce_set_bcn_ctrl_reg 11
pdr_len 11
tg3_get_eeprom 11
dmareg 11
t3_mac_enable 11
e1000_rar_set 11
rtl_w1w0_eri 11
put_driver_status 11
nextrxd 11
il3945_commit_rxon 11
mlx4_unregister_mac 11
mlx4_cq_free 11
e1000e_write_phy_reg_igp 11
wlc_phy_clip_det_nphy 11
il_eeprom_query_addr 11
atmel_copy_to_card 11
ath5k_ani_set_spur_immunity_level 11
be_suspend 11
set_wep_key 11
ath6kl_sdio_read_write_sync 11
mcs_setup_transceiver 11
bmac_start 11
get_mb_rx_first 11
orinoco_up 11
get_clock 11
wlc_phy_chanspec_set 11
is_s2io_card_up 11
zd_ioread16 11
ks8842_select_bank 11
InReg 11
_rtl92de_set_bcn_ctrl_reg 11
bnx2x_queue_state_change 11
qlcnic_get_ioaddr 11
__get_first_agg 11
read_efuse 11
dnet_writew_mac 11
ixgb_shift_out_bits 11
mace_read 11
skfp_ctl_set_multicast_list 11
iwm_hal_send_umac_cmd 11
be_queue_free 11
wrreg_wait 11
orinoco_scan 11
ath5k_tx_queue 11
dma_master 11
lne390_probe 11
restore_multicast_list 11
orinoco_cached_fw_get 11
put_be32 11
rtl_pci_suspend 11
dev2ser 11
typhoon_reset 11
ath5k_reset 11
null_rx 11
iwl_power_update_mode 11
nsc_ircc_change_speed 11
prism2_transmit 11
get_serial_by_tty 11
mac_drv_fill_rxd 11
check_sig 11
is_spd_100 11
rtl8139_rx 11
il_rd_prph 11
bnx2_poll 11
t1_interrupt 11
softingcs_reset 11
ath6kl_set_cipher 11
mac_stats_update 11
b43_led_turn_off 11
sgiseeq_tx 11
bnx2x_nic_unload 11
e1000_clear_vfta 11
ppp_input 11
ray_rx 11
wd_probe 11
brcms_c_suspend_mac_and_wait 11
carl9170_tx_status 11
wlc_phy_rx_iq_coeffs_nphy 11
ath5k_hw_set_antenna_mode 11
sonic_close 11
rt2x00debug_dump_frame 11
ezusb_alloc_ctx 11
eepro_probe 11
sched_skb 11
be_free_irq 11
il_queue_space 11
ath9k_hw_enable_interrupts 11
rr_close 11
wl1251_ps_elp_wakeup 11
kick_rx 11
srom_exec 11
mac_drv_rx_init 11
brcmf_sdbrcm_probe 11
qlcnic_detach 11
e1000_check_64k_bound 11
get_dec_u16 11
free_mdio_bitbang 11
tg3_phy_reset 11
adapter_down 11
brcmu_pktq_penq 11
wl1251_ps_elp_sleep 11
e1000e_read_phy_reg_igp 11
bnx2x_update_coalesce 11
bond_release 11
ab_priv 11
wl12xx_free_link 11
mac_drv_requeue_rxd 11
put_rxbuf_data 11
mac_drv_get_space 11
il4965_tx_status 11
efuse_one_byte_write 11
de4x5_suspect_state 11
wait_for_cmd_complete 11
ath9k_hw_ar9287_get_eeprom 11
iwl_get_channel_info 11
smsc_ircc_change_speed 11
pm3386_reg_write 11
alloc_sja1000dev 11
e1000_power_up_phy 11
ucc_geth_init 11
dump_cr 11
e1000e_read_kmrn_reg 11
alloc_orinocodev 11
add_chan 11
ioc3_init 11
ath9k_set_beaconing_status 11
get_opcode 11
sendto_srom 11
key_to_hw_index 11
link_status_changed 11
il_write_targ_mem 11
unlock_tx_qs 11
_il_poll_bit 11
skb_align 11
ezusb_access_ltv 11
rtl_csi_access_enable_2 11
debugfs_tx 11
ixgbe_read_eerd_generic 11
tms380tr_interrupt 11
lmc_reset 11
nexttxd 11
__lbs_cmd 11
iwm_hal_send_target_cmd 11
reg_delay 11
i2400m_setup 11
rs_stay_in_table 11
smt_send_frame 11
cycx_x25_set_chan_state 11
ni5010_probe 11
gep_rd 11
bnx2x_link_set 11
wlapi_bmac_read_shm 11
lmcEventLog 11
gem_rx 11
iwl_send_add_sta 11
be_xmit 11
i2400m_tx_close 11
tg3_ape_read32 11
bnx2_set_power_state 11
ixgb_validate_option 11
i2400m_roq_queue 11
hostap_cmd_queue_free 11
dm_write_async 11
dfx_port_read_long 11
lbtf_cmd_async 11
iwlagn_set_rxon_chain 11
ppp_tx_cp 11
rtl_pci_resume 11
unlock_rx_qs 11
rt2800_config_wcid 11
is_vxge_card_up 11
e1000_write_kmrn_reg_80003es2lan 11
bnx2x_set_power_state 11
bna_enet_sm_stopped 11
rtl92s_phy_set_fw_cmd 11
is_equal 11
channel_get 11
bfa_ioc_sm_fail 11
usbnet_change_mtu 11
at1700_probe 11
bnx2x_acquire_hw_lock 11
process_intrq 10
stop_nic_rx 10
mcp251x_read_reg 10
atl1c_up 10
b43_shm_read32 10
e1000_set_spd_dplx 10
bnx2x_tx_int 10
adapter_up 10
e1000e_rar_set 10
update_mib_counters 10
hfa384x_cmd_no_wait 10
bfa_ioc_sm_uninit 10
gep_wr 10
prism2_hw_init 10
mac_drv_clear_rxd 10
mlx4_mr_release 10
ath_is_world_regd 10
zd_iowrite32a 10
efuse_shadow_read 10
hfa384x_get_rid 10
ath9k_ani_restart 10
led_turn_on 10
emmh32_update 10
get_mbox_rpl 10
llc_restart_tx 10
qlcnic_process_rcv 10
b43_power_saving_ctl_bits 10
handle_beacon 10
ath6kl_vif_first 10
orinoco_mic 10
at76_set_card_command 10
t4_ofld_send 10
map_vector_to_txq 10
tms380tr_exec_sifcmd 10
wlc_lcnphy_deaf_mode 10
sca_detect_ram 10
ali_ircc_dma_receive 10
nolock_reg_bfclr 10
mac_set_address 10
be_close 10
ni52_probe 10
wlc_phy_scale_offset_rssi_nphy 10
write_nic_dword 10
hp_probe 10
b44_init_rings 10
atmel_writeAR 10
iwl_poll_bit 10
wl3501_reset 10
ath5k_hw_ini_mode_registers 10
rt2800_clear_beacon_register 10
phy_decode 10
i596_display_data 10
netxen_send_cmd_descs 10
config_mux 10
hp100_probe 10
skfp_open 10
smt_timer_stop 10
fec_stop 10
set_offload 10
smt_build_frame 10
ni65_free_buffer 10
rtl_apply_firmware 10
init_smt 10
wlc_phy_rfctrl_override_1tomany_nphy 10
bcm54xx_config_intr 10
lens_ptr 10
s2io_card_down 10
mlx4_srq_free 10
b43legacy_wireless_core_exit 10
e100_set_speed 10
ixgbe_write_eeprom_buffer_bit_bang 10
lpphy_set_tx_power_control 10
b44_halt 10
brcms_c_calc_frame_time 10
map_vector_to_rxq 10
if_usb_write_bulk_callback 10
____alloc_ei_netdev 10
PC4500_writerid 10
getvar 10
hfa384x_inw 10
dscc4_priv 10
mcs_get_reg 10
sgiseeq_rx 10
dfx_hw_dma_cmd_req 10
hss_hdlc_poll 10
bmac_mif_writebits 10
prism2_hw_config 10
efuse_shadow_write 10
kaweth_control 10
mgt_commit_list 10
il_send_lq_cmd 10
smsc_ircc_dma_xmit 10
marvell_config_intr 10
cnic_put 10
smctr_probe 10
hw_reset_phy 10
mv88e6xxx_reg_read 10
__ei_interrupt 10
qec_global_reset 10
e1000_setup_fiber_serdes_link 10
rtl_lps_leave 10
b43legacy_power_saving_ctl_bits 10
move_all_busy 10
igb_rar_set 10
netvsc_send 10
ray_hw_xmit 10
do_ne_probe 10
cnic_cm_upcall 10
__vxge_hw_vpath_rts_table_set 10
netxen_schedule_work 10
htc_init 10
ath5k_init 10
phy_exit 10
hash_get 10
bfa_iocpf_sm_initfail 10
e1000e_reset_interrupt_capability 10
beacon_init 10
e1000_phy_disable_receiver 10
mlx4_qp_modify 10
brcms_b_xtal 10
hfa384x_setup_bap 10
ath9k_htc_setpower 10
ixgbe_write_mbx 10
e1000_desc_unused 10
rt2800_config_channel 10
xenvif_put 10
bond_3ad_get_active_agg_info 10
ax88172_link_reset 10
bnx2x_fill 10
sge_tx_timer_cb 10
kaweth_resubmit_rx_urb 10
rndis_bind 10
cs89x0_probe 10
bnx2x_populate_phy 10
process_pure_responses 10
table_type_matches 10
rt2x00pci_regbusy_read 10
ks_setup 10
pch_gbe_validate_option 10
rtl92c_phy_iq_calibrate 10
rt73usb_bbp_read 10
es_probe 10
nsc_ircc_dma_receive 10
bnx2x_init_credit_pool 10
mwl8k_post_pervif_cmd 10
e1000_reset_task 10
cnic_free_dma 10
lbs_complete_command 10
rtl8180_tx 10
arcnet_dump_skb 10
dma_tx_fragment 10
ath_tx_complete_buf 10
dfx_hw_port_ctrl_req 10
ath9k_hw_nvram_read 10
z8530_channel_load 10
bcm54xx_config_init 10
hostap_ap_tx_cb 10
w83977af_dma_receive 10
pa_to_va 10
rndis_set_config_parameter 10
alloc_rx_urb 10
smc_timeout 10
ace_start_xmit 10
net_poll_controller 10
rtl8225z2_rf_init 10
tg3_setup_flow_control 10
efx_rx_packet 10
prev_rx 10
bond_dev_queue_xmit 10
nv_stop_rxtx 10
e1000_config_collision_dist 10
ql_read_common_reg 10
ray_init 10
init_ring_ptrs 10
e1000_restore_vlan 10
SetCOMInterrupts 10
tg3_setup_phy 10
can_setup 10
igb_intr 10
wl1271_probe 10
e1000e_release_hw_control 10
il3945_rx_replenish 10
sierra_net_get_private 10
ap_add_sta 10
bnx2x_ext_phy_resolve_fc 10
bnx2x_warpcore_reset_lane 10
slhc_toss 10
bna_ethport_sm_stopped 10
orinoco_if_del 10
hecc_clear_bit 10
ath5k_hw_set_imr 10
ixgbe_shift_out_eeprom_bits 10
efx_stop_all 10
boomerang_interrupt 10
gfar_halt 10
hwsim_check_magic 10
do_request_fw 10
b43legacy_rx 10
de600_read_byte 10
depca_tx 10
dma_sync_desc_cpu 10
ppp_receive_error 10
nv_start_rxtx 10
e100_close 10
sca_tx_intr 10
wlc_phy_txpwr_nphy_srom_convert 10
be_probe 10
hostap_handle_sta_release 10
e100_set_duplex 10
eth16i_read_eeprom 10
bcm54xx_ack_interrupt 10
ar9003_hw_power_interpolate 10
supported_dma_mask 10
e1000_release_phy_80003es2lan 10
iwm_invalidate_mlme_profile 10
update_filter 10
hfa384x_outw 10
write_iob_reg 10
cas_lock_all 10
marvell_ack_interrupt 10
ql_free_mem_resources 10
b43legacyinfo 10
emac_probe 10
ehea_destroy_eq 10
init_cong_ctrl 10
bcm54xx_exp_write 10
ixgbe_setup_mac_link_82599 10
